system,nodes,ppn,matrix,rank,messages sent per iteration,messages received per iteration,bytes sent per iteration,bytes received per iteration,total bytes sent,total bytes received
Tuolumne,4,4,nd24k,3,9,9,47344,48992,35413312,36646016
Tuolumne,4,4,nd24k,4,11,11,53168,52840,39769664,39524320
Tuolumne,4,4,nd24k,5,6,6,41904,46408,31344192,34713184
Tuolumne,4,4,nd24k,6,9,9,52392,49528,39189216,37046944
Tuolumne,4,4,nd24k,7,5,5,37848,41936,28310304,31368128
Tuolumne,4,4,nd24k,8,7,7,35936,41800,26880128,31266400
Tuolumne,4,4,nd24k,9,11,11,60728,54240,45424544,40571520
Tuolumne,4,4,nd24k,10,12,12,59792,56416,44724416,42199168
Tuolumne,4,4,nd24k,11,6,6,40008,40896,29925984,30590208
Tuolumne,4,4,nd24k,12,13,13,58832,55568,44006336,41564864
Tuolumne,4,4,nd24k,13,10,10,47072,46312,35209856,34641376
Tuolumne,4,4,nd24k,14,8,8,49776,50072,37232448,37453856
Tuolumne,4,4,nd24k,15,12,12,52264,52808,39093472,39500384
Tuolumne,4,4,ldoor,0,3,3,11416,11208,105141360,103225680
Tuolumne,4,4,ldoor,1,4,4,11808,12104,108751680,111477840
Tuolumne,4,4,ldoor,2,7,7,12080,12560,111256800,115677600
Tuolumne,4,4,ldoor,3,3,3,11912,10936,109709520,100720560
Tuolumne,4,4,ldoor,4,3,3,9232,9472,85026720,87237120
Tuolumne,4,4,ldoor,5,4,4,10352,10704,95341920,98583840
Tuolumne,4,4,ldoor,6,2,2,10232,9928,94236720,91436880
Tuolumne,4,4,ldoor,7,5,5,12424,12216,114425040,112509360
Tuolumne,4,4,ldoor,8,4,4,15672,15408,144339120,141907680
Tuolumne,4,4,ldoor,9,6,6,10808,11144,99541680,102636240
Tuolumne,4,4,ldoor,10,3,3,11976,12664,110298960,116635440
Tuolumne,4,4,ldoor,11,2,2,11296,11104,104036160,102267840
Tuolumne,4,4,ldoor,12,5,5,14208,15024,130855680,138371040
Tuolumne,4,4,ldoor,13,3,3,11192,10592,103078320,97552320
Tuolumne,4,4,ldoor,14,3,3,10800,9808,99468000,90331680
Tuolumne,4,4,ldoor,15,5,5,13032,13568,120024720,124961280
Tuolumne,8,1,audikw_1,0,2,2,85472,90520,412316928,436668480
Tuolumne,8,1,audikw_1,1,1,1,50824,48296,245174976,232979904
Tuolumne,8,1,audikw_1,2,3,3,93448,93128,450793152,449249472
Tuolumne,8,1,audikw_1,3,2,2,85576,84200,412818624,406180800
Tuolumne,8,1,audikw_1,4,1,1,49584,48576,239193216,234330624
Tuolumne,8,1,audikw_1,5,4,4,140344,140840,677019456,679412160
Tuolumne,8,1,audikw_1,6,3,3,110480,106048,532955520,511575552
Tuolumne,8,1,audikw_1,7,2,2,83968,88088,405061632,424936512
Tuolumne,8,1,Bump_2911,0,4,4,180576,178944,4653262944,4611207936
Tuolumne,8,1,Bump_2911,1,6,6,258848,260608,6670254112,6715607552
Tuolumne,8,1,Bump_2911,2,6,6,228568,227648,5889968792,5866261312
Tuolumne,8,1,Bump_2911,3,7,7,303144,304488,7811717736,7846351272
Tuolumne,8,1,Bump_2911,4,5,5,263472,266424,6789409968,6865480056
Tuolumne,8,1,Bump_2911,5,6,6,305832,305088,7880984808,7861812672
Tuolumne,8,1,Bump_2911,6,7,7,241656,241320,6227233464,6218575080
Tuolumne,8,1,Bump_2911,7,5,5,255120,252696,6574187280,6511723224
Tuolumne,8,1,Cube_Coup_dt0,0,6,6,248728,247944,101729752,101409096
Tuolumne,8,1,Cube_Coup_dt0,1,4,4,140352,140928,57403968,57639552
Tuolumne,8,1,Cube_Coup_dt0,2,4,4,137144,137256,56091896,56137704
Tuolumne,8,1,Cube_Coup_dt0,3,4,4,240368,241936,98310512,98951824
Tuolumne,8,1,Cube_Coup_dt0,4,3,3,125216,125088,51213344,51160992
Tuolumne,8,1,Cube_Coup_dt0,5,6,6,228912,227336,93625008,92980424
Tuolumne,8,1,Cube_Coup_dt0,6,5,5,159384,160264,65188056,65547976
Tuolumne,8,1,Cube_Coup_dt0,7,6,6,223064,222416,91233176,90968144
Tuolumne,8,1,Flan_1565,0,2,2,42856,42776,49670104,49577384
Tuolumne,8,1,Flan_1565,1,1,1,30664,30656,35539576,35530304
Tuolumne,8,1,Flan_1565,2,3,3,58792,58880,68139928,68241920
Tuolumne,8,1,Flan_1565,3,1,1,33552,33552,38886768,38886768
Tuolumne,8,1,Flan_1565,4,3,3,66112,66320,76623808,76864880
Tuolumne,8,1,Flan_1565,5,1,1,39400,39392,45664600,45655328
Tuolumne,8,1,Flan_1565,6,2,2,47344,47144,54871696,54639896
Tuolumne,8,1,Flan_1565,7,1,1,33552,33552,38886768,38886768
Tuolumne,8,1,Queen_4147,0,2,2,199008,200664,5253413184,5297128272
Tuolumne,8,1,Queen_4147,1,4,4,357128,357160,9427464944,9428309680
Tuolumne,8,1,Queen_4147,2,4,4,339928,339848,8973419344,8971307504
Tuolumne,8,1,Queen_4147,3,3,3,212112,210528,5599332576,5557518144
Tuolumne,8,1,Queen_4147,4,4,4,360864,360744,9526087872,9522920112
Tuolumne,8,1,Queen_4147,5,2,2,214568,216256,5664166064,5708725888
Tuolumne,8,1,Queen_4147,6,3,3,244576,243296,6456317248,6422527808
Tuolumne,8,1,Queen_4147,7,4,4,372648,372336,9837161904,9828925728
Tuolumne,8,1,Serena,0,7,7,168072,164424,630774216,617083272
Tuolumne,8,1,Serena,1,6,6,108984,110232,409016952,413700696
Tuolumne,8,1,Serena,2,6,6,126424,126128,474469272,473358384
Tuolumne,8,1,Serena,3,5,5,101152,102368,379623456,384187104
Tuolumne,8,1,Serena,4,7,7,112872,111456,423608616,418294368
Tuolumne,8,1,Serena,5,6,6,159952,160832,600299856,603602496
Tuolumne,8,1,Serena,6,5,5,100704,101904,377942112,382445712
Tuolumne,8,1,Serena,7,6,6,152064,152880,570696192,573758640
Tuolumne,8,1,nd24k,0,7,7,65560,64072,48186600,47092920
Tuolumne,8,1,nd24k,1,7,7,59920,60024,44041200,44117640
Tuolumne,8,1,nd24k,2,7,7,62536,65192,45963960,47916120
Tuolumne,8,1,nd24k,3,7,7,53104,53560,39031440,39366600
Tuolumne,8,1,nd24k,4,7,7,60232,57576,44270520,42318360
Tuolumne,8,1,nd24k,5,7,7,62632,63040,46034520,46334400
Tuolumne,8,1,nd24k,6,7,7,57240,58296,42071400,42847560
Tuolumne,8,1,nd24k,7,7,7,59440,58904,43688400,43294440
Tuolumne,8,1,ldoor,0,2,2,11520,11664,105523200,106842240
Tuolumne,8,1,ldoor,1,6,6,16880,16272,154620800,149051520
Tuolumne,8,1,ldoor,2,3,3,12296,11952,112631360,109480320
Tuolumne,8,1,ldoor,3,2,2,11128,11608,101932480,106329280
Tuolumne,8,1,ldoor,4,4,4,16232,16192,148685120,148318720
Tuolumne,8,1,ldoor,5,3,3,11624,11728,106475840,107428480
Tuolumne,8,1,ldoor,6,4,4,13088,13176,119886080,120692160
Tuolumne,8,1,ldoor,7,2,2,10552,10728,96656320,98268480
Tuolumne,8,2,audikw_1,0,3,3,47168,49048,226029056,235038016
Tuolumne,8,2,audikw_1,1,3,3,77304,80928,370440768,387806976
Tuolumne,8,2,audikw_1,2,3,3,57296,53008,274562432,254014336
Tuolumne,8,2,audikw_1,3,2,2,48968,50272,234654656,240903424
Tuolumne,8,2,audikw_1,4,5,5,78040,80144,373967680,384050048
Tuolumne,8,2,audikw_1,5,6,6,83208,87072,398732736,417249024
Tuolumne,8,2,audikw_1,6,3,3,85792,84992,411115264,407281664
Tuolumne,8,2,audikw_1,7,3,3,97416,90504,466817472,433695168
Tuolumne,8,2,audikw_1,8,3,3,47144,44464,225914048,213071488
Tuolumne,8,2,audikw_1,9,4,4,52288,52880,250564096,253400960
Tuolumne,8,2,audikw_1,10,9,9,122192,117784,585544064,564420928
Tuolumne,8,2,audikw_1,11,5,5,63368,68848,303659456,329919616
Tuolumne,8,2,audikw_1,12,5,5,71592,73896,343068864,354109632
Tuolumne,8,2,audikw_1,13,5,5,89744,86608,430053248,415025536
Tuolumne,8,2,audikw_1,14,7,7,109528,110288,524858176,528500096
Tuolumne,8,2,audikw_1,15,4,4,68400,68712,327772800,329267904
Tuolumne,8,2,Bump_2911,0,9,9,189672,187944,4931472000,4886544000
Tuolumne,8,2,Bump_2911,1,6,6,113400,113208,2948400000,2943408000
Tuolumne,8,2,Bump_2911,2,12,12,198608,199288,5163808000,5181488000
Tuolumne,8,2,Bump_2911,3,10,10,206280,209016,5363280000,5434416000
Tuolumne,8,2,Bump_2911,4,7,7,134232,132240,3490032000,3438240000
Tuolumne,8,2,Bump_2911,5,11,11,212464,214016,5524064000,5564416000
Tuolumne,8,2,Bump_2911,6,11,11,177408,178200,4612608000,4633200000
Tuolumne,8,2,Bump_2911,7,11,11,201504,201936,5239104000,5250336000
Tuolumne,8,2,Bump_2911,8,6,6,146280,146496,3803280000,3808896000
Tuolumne,8,2,Bump_2911,9,12,12,211560,210624,5500560000,5476224000
Tuolumne,8,2,Bump_2911,10,9,9,207504,207240,5395104000,5388240000
Tuolumne,8,2,Bump_2911,11,5,5,156264,156336,4062864000,4064736000
Tuolumne,8,2,Bump_2911,12,9,9,150024,149784,3900624000,3894384000
Tuolumne,8,2,Bump_2911,13,12,12,191088,190056,4968288000,4941456000
Tuolumne,8,2,Bump_2911,14,10,10,186432,187296,4847232000,4869696000
Tuolumne,8,2,Bump_2911,15,8,8,167088,166128,4344288000,4319328000
Tuolumne,8,2,Cube_Coup_dt0,0,7,7,167752,169752,68610568,69428568
Tuolumne,8,2,Cube_Coup_dt0,1,9,9,177424,176176,72566416,72055984
Tuolumne,8,2,Cube_Coup_dt0,2,4,4,110808,110344,45320472,45130696
Tuolumne,8,2,Cube_Coup_dt0,3,4,4,124712,125976,51007208,51524184
Tuolumne,8,2,Cube_Coup_dt0,4,8,8,147752,147672,60430568,60397848
Tuolumne,8,2,Cube_Coup_dt0,5,7,7,178472,177560,72995048,72622040
Tuolumne,8,2,Cube_Coup_dt0,6,4,4,91120,91728,37268080,37516752
Tuolumne,8,2,Cube_Coup_dt0,7,5,5,140584,139608,57498856,57099672
Tuolumne,8,2,Cube_Coup_dt0,8,7,7,171560,171640,70168040,70200760
Tuolumne,8,2,Cube_Coup_dt0,9,7,7,139984,137488,57253456,56232592
Tuolumne,8,2,Cube_Coup_dt0,10,6,6,130296,129896,53291064,53127464
Tuolumne,8,2,Cube_Coup_dt0,11,3,3,96872,96440,39620648,39443960
Tuolumne,8,2,Cube_Coup_dt0,12,9,9,182896,182576,74804464,74673584
Tuolumne,8,2,Cube_Coup_dt0,13,6,6,168032,169472,68725088,69314048
Tuolumne,8,2,Cube_Coup_dt0,14,6,6,137256,139384,56137704,57008056
Tuolumne,8,2,Cube_Coup_dt0,15,4,4,104080,103888,42568720,42490192
Tuolumne,8,2,Flan_1565,0,4,4,46288,46736,53508928,54026816
Tuolumne,8,2,Flan_1565,1,3,3,43104,43632,49828224,50438592
Tuolumne,8,2,Flan_1565,2,3,3,33288,32760,38480928,37870560
Tuolumne,8,2,Flan_1565,3,3,3,31744,31208,36696064,36076448
Tuolumne,8,2,Flan_1565,4,3,3,45984,46248,53157504,53462688
Tuolumne,8,2,Flan_1565,5,4,4,60112,60464,69489472,69896384
Tuolumne,8,2,Flan_1565,6,3,3,31968,31440,36955008,36344640
Tuolumne,8,2,Flan_1565,7,2,2,30936,30936,35762016,35762016
Tuolumne,8,2,Flan_1565,8,3,3,34080,33552,39396480,38786112
Tuolumne,8,2,Flan_1565,9,3,3,35688,35160,41255328,40644960
Tuolumne,8,2,Flan_1565,10,5,5,62200,62648,71903200,72421088
Tuolumne,8,2,Flan_1565,11,3,3,50776,51296,58697056,59298176
Tuolumne,8,2,Flan_1565,12,3,3,44376,44112,51298656,50993472
Tuolumne,8,2,Flan_1565,13,3,3,52408,53024,60583648,61295744
Tuolumne,8,2,Flan_1565,14,3,3,33840,33576,39119040,38813856
Tuolumne,8,2,Flan_1565,15,2,2,32496,32496,37565376,37565376
Tuolumne,8,2,Queen_4147,0,4,4,175920,176160,4635316080,4641639840
Tuolumne,8,2,Queen_4147,1,4,4,179592,181080,4732069608,4771276920
Tuolumne,8,2,Queen_4147,2,9,9,261216,256176,6882780384,6749981424
Tuolumne,8,2,Queen_4147,3,5,5,240776,244984,6344206824,6455083416
Tuolumne,8,2,Queen_4147,4,5,5,193856,193720,5107911744,5104328280
Tuolumne,8,2,Queen_4147,5,7,7,195840,195384,5160188160,5148173016
Tuolumne,8,2,Queen_4147,6,6,6,232368,235200,6122664432,6197284800
Tuolumne,8,2,Queen_4147,7,8,8,263648,262720,6946861152,6922409280
Tuolumne,8,2,Queen_4147,8,8,8,267936,265224,7059845664,6988387176
Tuolumne,8,2,Queen_4147,9,9,9,270048,269688,7115494752,7106009112
Tuolumne,8,2,Queen_4147,10,4,4,191328,194736,5041301472,5131098864
Tuolumne,8,2,Queen_4147,11,5,5,202616,201352,5338728984,5305423848
Tuolumne,8,2,Queen_4147,12,5,5,214616,213448,5654916984,5624141352
Tuolumne,8,2,Queen_4147,13,7,7,305168,301336,8040871632,7939902264
Tuolumne,8,2,Queen_4147,14,7,7,290328,290640,7649852472,7658073360
Tuolumne,8,2,Queen_4147,15,3,3,182184,185592,4800366216,4890163608
Tuolumne,8,2,Serena,0,11,11,118280,118144,439410200,438904960
Tuolumne,8,2,Serena,1,7,7,103912,102392,386033080,380386280
Tuolumne,8,2,Serena,2,6,6,103448,102784,384309320,381842560
Tuolumne,8,2,Serena,3,11,11,66616,68168,247478440,253244120
Tuolumne,8,2,Serena,4,8,8,126200,126088,468833000,468416920
Tuolumne,8,2,Serena,5,8,8,115328,115600,428443520,429454000
Tuolumne,8,2,Serena,6,7,7,28640,28624,106397600,106338160
Tuolumne,8,2,Serena,7,10,10,83600,83368,310574000,309712120
Tuolumne,8,2,Serena,8,9,9,101320,102224,376403800,379762160
Tuolumne,8,2,Serena,9,7,7,122712,122328,455875080,454448520
Tuolumne,8,2,Serena,10,6,6,21944,21208,81521960,78787720
Tuolumne,8,2,Serena,11,12,12,70360,72512,261387400,269382080
Tuolumne,8,2,Serena,12,8,8,96488,97432,358452920,361959880
Tuolumne,8,2,Serena,13,5,5,83224,83672,309177160,310841480
Tuolumne,8,2,Serena,14,11,11,108272,105976,402230480,393700840
Tuolumne,8,2,Serena,15,10,10,132136,131960,490885240,490231400
Tuolumne,8,2,nd24k,0,12,12,59536,56632,43758960,41624520
Tuolumne,8,2,nd24k,1,7,7,44872,47632,32980920,35009520
Tuolumne,8,2,nd24k,2,8,8,44384,43776,32622240,32175360
Tuolumne,8,2,nd24k,3,9,9,47344,48992,34797840,36009120
Tuolumne,8,2,nd24k,4,11,11,53168,52840,39078480,38837400
Tuolumne,8,2,nd24k,5,6,6,41904,46408,30799440,34109880
Tuolumne,8,2,nd24k,6,9,9,52392,49528,38508120,36403080
Tuolumne,8,2,nd24k,7,5,5,37848,41936,27818280,30822960
Tuolumne,8,2,nd24k,8,7,7,35936,41800,26412960,30723000
Tuolumne,8,2,nd24k,9,11,11,60728,54240,44635080,39866400
Tuolumne,8,2,nd24k,10,12,12,59792,56416,43947120,41465760
Tuolumne,8,2,nd24k,11,6,6,40008,40896,29405880,30058560
Tuolumne,8,2,nd24k,12,13,13,58832,55568,43241520,40842480
Tuolumne,8,2,nd24k,13,10,10,47072,46312,34597920,34039320
Tuolumne,8,2,nd24k,14,8,8,49776,50072,36585360,36802920
Tuolumne,8,2,nd24k,15,12,12,52264,52808,38414040,38813880
Tuolumne,8,2,ldoor,0,3,3,11416,11208,104890208,102979104
Tuolumne,8,2,ldoor,1,4,4,11808,12104,108491904,111211552
Tuolumne,8,2,ldoor,2,7,7,12080,12560,110991040,115401280
Tuolumne,8,2,ldoor,3,3,3,11912,10936,109447456,100479968
Tuolumne,8,2,ldoor,4,3,3,9232,9472,84823616,87028736
Tuolumne,8,2,ldoor,5,4,4,10352,10704,95114176,98348352
Tuolumne,8,2,ldoor,6,2,2,10232,9928,94011616,91218464
Tuolumne,8,2,ldoor,7,5,5,12424,12216,114151712,112240608
Tuolumne,8,2,ldoor,8,4,4,15672,15408,143994336,141568704
Tuolumne,8,2,ldoor,9,6,6,10808,11144,99303904,102391072
Tuolumne,8,2,ldoor,10,3,3,11976,12664,110035488,116356832
Tuolumne,8,2,ldoor,11,2,2,11296,11104,103787648,102023552
Tuolumne,8,2,ldoor,12,5,5,14208,15024,130543104,138040512
Tuolumne,8,2,ldoor,13,3,3,11192,10592,102832096,97319296
Tuolumne,8,2,ldoor,14,3,3,10800,9808,99230400,90115904
Tuolumne,8,2,ldoor,15,5,5,13032,13568,119738016,124662784
Tuolumne,8,4,audikw_1,0,3,3,31104,31440,150885504,152515440
Tuolumne,8,4,audikw_1,1,5,5,50632,52096,245615832,252717696
Tuolumne,8,4,audikw_1,2,5,5,59088,59664,286635888,289430064
Tuolumne,8,4,audikw_1,3,5,5,54720,57888,265446720,280814688
Tuolumne,8,4,audikw_1,4,5,5,55496,57296,269211096,277942896
Tuolumne,8,4,audikw_1,5,3,3,32664,32184,158453064,156124584
Tuolumne,8,4,audikw_1,6,2,2,32856,32880,159384456,159500880
Tuolumne,8,4,audikw_1,7,5,5,59064,53736,286519464,260673336
Tuolumne,8,4,audikw_1,8,5,5,60224,61360,292146624,297657360
Tuolumne,8,4,audikw_1,9,4,4,57192,59448,277438392,288382248
Tuolumne,8,4,audikw_1,10,5,5,64232,60160,311589432,291836160
Tuolumne,8,4,audikw_1,11,9,9,81440,78472,395065440,380667672
Tuolumne,8,4,audikw_1,12,7,7,59096,58768,286674696,285083568
Tuolumne,8,4,audikw_1,13,5,5,51600,55320,250311600,268357320
Tuolumne,8,4,audikw_1,14,5,5,63864,62592,309804264,303633792
Tuolumne,8,4,audikw_1,15,8,8,74208,74952,359983008,363592152
Tuolumne,8,4,audikw_1,16,6,6,45728,45904,221826528,222680304
Tuolumne,8,4,audikw_1,17,8,8,88760,81048,430574760,393163848
Tuolumne,8,4,audikw_1,18,3,3,39728,40840,192720528,198114840
Tuolumne,8,4,audikw_1,19,6,6,60168,61720,291874968,299403720
Tuolumne,8,4,audikw_1,20,11,11,81992,80656,397743192,391262256
Tuolumne,8,4,audikw_1,21,9,9,90576,92880,439384176,450560880
Tuolumne,8,4,audikw_1,22,4,4,41616,40800,201879216,197920800
Tuolumne,8,4,audikw_1,23,5,5,43680,44448,211891680,215617248
Tuolumne,8,4,audikw_1,24,3,3,29376,28728,142502976,139359528
Tuolumne,8,4,audikw_1,25,5,5,50528,50008,245111328,242588808
Tuolumne,8,4,audikw_1,26,6,6,54872,58456,266184072,283570056
Tuolumne,8,4,audikw_1,27,11,11,89240,87280,432903240,423395280
Tuolumne,8,4,audikw_1,28,4,4,42336,41232,205371936,200016432
Tuolumne,8,4,audikw_1,29,2,2,27312,27408,132490512,132956208
Tuolumne,8,4,audikw_1,30,8,8,65424,66456,317371824,322378056
Tuolumne,8,4,audikw_1,31,6,6,58592,61288,284229792,297308088
Tuolumne,8,4,Bump_2911,0,14,14,125496,125424,3114183240,3112396560
Tuolumne,8,4,Bump_2911,1,11,11,116736,116160,2896803840,2882510400
Tuolumne,8,4,Bump_2911,2,6,6,84000,84888,2084460000,2106495720
Tuolumne,8,4,Bump_2911,3,7,7,78960,78816,1959392400,1955819040
Tuolumne,8,4,Bump_2911,4,15,15,165552,166800,4108172880,4139142000
Tuolumne,8,4,Bump_2911,5,10,10,127056,125904,3152894640,3124307760
Tuolumne,8,4,Bump_2911,6,6,6,108792,110328,2699673480,2737789320
Tuolumne,8,4,Bump_2911,7,14,14,152576,152920,3786173440,3794709800
Tuolumne,8,4,Bump_2911,8,14,14,151296,149040,3754410240,3698427600
Tuolumne,8,4,Bump_2911,9,9,9,125376,126312,3111205440,3134432280
Tuolumne,8,4,Bump_2911,10,13,13,129216,129000,3206495040,3201135000
Tuolumne,8,4,Bump_2911,11,11,11,139632,142752,3464968080,3542390880
Tuolumne,8,4,Bump_2911,12,14,14,146040,144792,3623982600,3593013480
Tuolumne,8,4,Bump_2911,13,12,12,139048,141008,3450476120,3499113520
Tuolumne,8,4,Bump_2911,14,10,10,104520,102648,2593663800,2547210120
Tuolumne,8,4,Bump_2911,15,9,9,103680,103344,2572819200,2564481360
Tuolumne,8,4,Bump_2911,16,8,8,103008,103008,2556143520,2556143520
Tuolumne,8,4,Bump_2911,17,7,7,97512,98712,2419760280,2449538280
Tuolumne,8,4,Bump_2911,18,12,12,121680,122712,3019489200,3045098280
Tuolumne,8,4,Bump_2911,19,11,11,139488,138840,3461394720,3445314600
Tuolumne,8,4,Bump_2911,20,13,13,131608,129992,3265852520,3225751480
Tuolumne,8,4,Bump_2911,21,11,11,110640,111384,2745531600,2763993960
Tuolumne,8,4,Bump_2911,22,12,12,112368,110640,2788411920,2745531600
Tuolumne,8,4,Bump_2911,23,11,11,118896,117864,2950404240,2924795160
Tuolumne,8,4,Bump_2911,24,8,8,100464,100560,2493014160,2495396400
Tuolumne,8,4,Bump_2911,25,12,12,131832,130728,3271411080,3244015320
Tuolumne,8,4,Bump_2911,26,8,8,117720,118536,2921221800,2941470840
Tuolumne,8,4,Bump_2911,27,15,15,136832,136960,3395486080,3398662400
Tuolumne,8,4,Bump_2911,28,14,14,155640,155520,3862206600,3859228800
Tuolumne,8,4,Bump_2911,29,8,8,107784,107256,2674659960,2661557640
Tuolumne,8,4,Bump_2911,30,12,12,136032,136680,3375634080,3391714200
Tuolumne,8,4,Bump_2911,31,11,11,122208,122160,3032591520,3031400400
Tuolumne,8,4,Cube_Coup_dt0,0,9,9,116992,117216,47849728,47941344
Tuolumne,8,4,Cube_Coup_dt0,1,8,8,120808,120824,49410472,49417016
Tuolumne,8,4,Cube_Coup_dt0,2,14,14,125072,125008,51154448,51128272
Tuolumne,8,4,Cube_Coup_dt0,3,10,10,108288,108320,44289792,44302880
Tuolumne,8,4,Cube_Coup_dt0,4,6,6,114440,114512,46805960,46835408
Tuolumne,8,4,Cube_Coup_dt0,5,7,7,89320,89144,36531880,36459896
Tuolumne,8,4,Cube_Coup_dt0,6,7,7,77200,75736,31574800,30976024
Tuolumne,8,4,Cube_Coup_dt0,7,5,5,78368,79936,32052512,32693824
Tuolumne,8,4,Cube_Coup_dt0,8,5,5,75016,75064,30681544,30701176
Tuolumne,8,4,Cube_Coup_dt0,9,5,5,64712,64920,26467208,26552280
Tuolumne,8,4,Cube_Coup_dt0,10,9,9,106528,107040,43569952,43779360
Tuolumne,8,4,Cube_Coup_dt0,11,8,8,106440,105528,43533960,43160952
Tuolumne,8,4,Cube_Coup_dt0,12,7,7,96192,97408,39342528,39839872
Tuolumne,8,4,Cube_Coup_dt0,13,12,12,121064,119832,49515176,49011288
Tuolumne,8,4,Cube_Coup_dt0,14,10,10,98792,97952,40405928,40062368
Tuolumne,8,4,Cube_Coup_dt0,15,10,10,121664,122808,49760576,50228472
Tuolumne,8,4,Cube_Coup_dt0,16,10,10,122384,123024,50055056,50316816
Tuolumne,8,4,Cube_Coup_dt0,17,9,9,120512,120960,49289408,49472640
Tuolumne,8,4,Cube_Coup_dt0,18,8,8,106016,105600,43360544,43190400
Tuolumne,8,4,Cube_Coup_dt0,19,10,10,125288,124376,51242792,50869784
Tuolumne,8,4,Cube_Coup_dt0,20,6,6,77296,78544,31614064,32124496
Tuolumne,8,4,Cube_Coup_dt0,21,9,9,117640,116760,48114760,47754840
Tuolumne,8,4,Cube_Coup_dt0,22,4,4,71592,71224,29281128,29130616
Tuolumne,8,4,Cube_Coup_dt0,23,6,6,81248,81760,33230432,33439840
Tuolumne,8,4,Cube_Coup_dt0,24,5,5,68096,68512,27851264,28021408
Tuolumne,8,4,Cube_Coup_dt0,25,6,6,78696,78648,32186664,32167032
Tuolumne,8,4,Cube_Coup_dt0,26,9,9,101160,101200,41374440,41390800
Tuolumne,8,4,Cube_Coup_dt0,27,8,8,90880,90720,37169920,37104480
Tuolumne,8,4,Cube_Coup_dt0,28,10,10,104456,103384,42722504,42284056
Tuolumne,8,4,Cube_Coup_dt0,29,7,7,91040,91648,37235360,37484032
Tuolumne,8,4,Cube_Coup_dt0,30,9,9,102432,103232,41894688,42221888
Tuolumne,8,4,Cube_Coup_dt0,31,14,14,134928,133720,55185552,54691480
Tuolumne,8,4,Flan_1565,0,5,5,38560,38384,44691040,44487056
Tuolumne,8,4,Flan_1565,1,5,5,33240,33864,38525160,39248376
Tuolumne,8,4,Flan_1565,2,4,4,35664,35664,41334576,41334576
Tuolumne,8,4,Flan_1565,3,4,4,32832,32832,38052288,38052288
Tuolumne,8,4,Flan_1565,4,3,3,34896,35424,40444464,41056416
Tuolumne,8,4,Flan_1565,5,4,4,31704,31704,36744936,36744936
Tuolumne,8,4,Flan_1565,6,3,3,33840,33312,39220560,38608608
Tuolumne,8,4,Flan_1565,7,3,3,32800,32264,38015200,37393976
Tuolumne,8,4,Flan_1565,8,6,6,49392,49632,57245328,57523488
Tuolumne,8,4,Flan_1565,9,7,7,47320,46808,54843880,54250472
Tuolumne,8,4,Flan_1565,10,3,3,34368,34632,39832512,40138488
Tuolumne,8,4,Flan_1565,11,4,4,34656,33864,40166304,39248376
Tuolumne,8,4,Flan_1565,12,4,4,33888,33720,39276192,39081480
Tuolumne,8,4,Flan_1565,13,3,3,33840,34344,39220560,39804696
Tuolumne,8,4,Flan_1565,14,4,4,41600,42304,48214400,49030336
Tuolumne,8,4,Flan_1565,15,5,5,35344,35192,40963696,40787528
Tuolumne,8,4,Flan_1565,16,5,5,40032,39984,46397088,46341456
Tuolumne,8,4,Flan_1565,17,4,4,52120,52352,60407080,60675968
Tuolumne,8,4,Flan_1565,18,3,3,40704,40440,47175936,46869960
Tuolumne,8,4,Flan_1565,19,4,4,37872,38160,43893648,44227440
Tuolumne,8,4,Flan_1565,20,2,2,31728,31728,36772752,36772752
Tuolumne,8,4,Flan_1565,21,2,2,33592,33584,38933128,38923856
Tuolumne,8,4,Flan_1565,22,2,2,31464,31464,36466776,36466776
Tuolumne,8,4,Flan_1565,23,3,3,36984,36984,42864456,42864456
Tuolumne,8,4,Flan_1565,24,3,3,34344,34080,39804696,39498720
Tuolumne,8,4,Flan_1565,25,3,3,34632,34104,40138488,39526536
Tuolumne,8,4,Flan_1565,26,4,4,31728,31992,36772752,37078728
Tuolumne,8,4,Flan_1565,27,3,3,34368,34632,39832512,40138488
Tuolumne,8,4,Flan_1565,28,5,5,37560,37296,43532040,43226064
Tuolumne,8,4,Flan_1565,29,7,7,44392,44168,51450328,51190712
Tuolumne,8,4,Flan_1565,30,6,6,43928,43936,50912552,50921824
Tuolumne,8,4,Flan_1565,31,3,3,36472,37016,42271048,42901544
Tuolumne,8,4,Queen_4147,0,8,8,142152,140352,3760489008,3712871808
Tuolumne,8,4,Queen_4147,1,6,6,104568,103992,2766241872,2751004368
Tuolumne,8,4,Queen_4147,2,8,8,161688,163128,4277294352,4315388112
Tuolumne,8,4,Queen_4147,3,4,4,112536,114576,2977027344,3030993504
Tuolumne,8,4,Queen_4147,4,8,8,184032,182616,4868382528,4830923664
Tuolumne,8,4,Queen_4147,5,11,11,180024,175848,4762354896,4651882992
Tuolumne,8,4,Queen_4147,6,8,8,135168,135408,3575734272,3582083232
Tuolumne,8,4,Queen_4147,7,11,11,188288,188968,4980970752,4998959472
Tuolumne,8,4,Queen_4147,8,5,5,128424,129168,3397328496,3417010272
Tuolumne,8,4,Queen_4147,9,10,10,180408,178680,4772513232,4726800720
Tuolumne,8,4,Queen_4147,10,8,8,164664,165648,4356021456,4382052192
Tuolumne,8,4,Queen_4147,11,7,7,109616,108856,2899781664,2879676624
